transaction_id,customer_name,email,age,country,product_category,unit_price,quantity,transaction_date,payment_method
ORD100514,Joshua Chavez,johnnyclark@yahoo.com,21.0,Turkey,Fashion,"1,500",5,2024-09-16,Transfer
ORD100515,Patricia Johnson,sarah34@boyd.info,50.0,United States,Electronics,"1,500",1,2025-08-20,Transfer
ORD100516,Jason Holder,phillipssteven@swanson-york.org,39.0,United Kingdom,Home,"1,500",2,2024-07-23,card
ORD100517,Rodney Brooks,brittneyreilly@yahoo.com,41.0,USA,electronics,"1,500",1,2024-06-23,Card
ORD100518,Cathy Morgan,jonesamy@hotmail.com,38.0,Nigeria,Electronics,"1,500",3,2024-08-06,
ORD100519,Miranda Hooper,mguzman@rose.com,44.0,Nigeria,electronics,500,3,2024-03-09,Card
ORD100520,Joshua Ferguson,spearsstephanie@butler.biz,47.0,United States,Electronics,2500,5,2025-08-07,Card
ORD100521,Robert Miller,coreyreed@yahoo.com,21.0,Ghana,Electronics,499.99,5,2024-02-23,Card
ORD100522,James Stevens,,24.0,United States,Groceries,500,,2025-10-24,card
ORD100523,William Nelson,blake63@dawson.com,25.0,United Kingdom,Electronics,1200,2,2024-10-24,Card
ORD100524,Karen Johnson,greg59@hotmail.com,57.0,United Kingdom,Groceries,1200,2,2024-08-24,Card
ORD100525,Timothy Mckenzie,diazjimmy@andrews.com,39.0,Nigeria,Fashion,"1,500",4,2024-09-18,card
ORD100526,Jennifer Miller,ftucker@drake.com,68.0,nigeria,electronics,1200,1,2025-02-11,Card
ORD100527,Angela Garcia,sarahharris@drake.org,43.0,Nigeria,Electronics,500,1,2024-06-28,Card
ORD100528,Justin Chen,williamsmonica@miller-orozco.com,30.0,Nigeria,electronics,2500,5,2025-08-18,Card
ORD100529,Mary Jordan,haleymcconnell@yahoo.com,45.0,nigeria,electronics,"1,500",4,2024-07-16,card
ORD100530,Christine Gutierrez,eturner@gmail.com,69.0,Nigeria,Groceries,500,1,2026-02-04,
ORD100531,Daniel Jackson,felicia13@lawson.biz,43.0,Ghana,Home,1200,1,2025-02-06,Cash
ORD100532,Stuart Morales,edwardvargas@nichols.com,58.0,Ghana,Electronics,499.99,,2025-01-05,card
ORD100533,Jeffrey Buchanan,cordovasean@alvarez.com,38.0,Nigeria,Groceries,1200,,2024-12-24,Transfer
ORD100534,James Nolan,powellanthony@middleton.net,,United Kingdom,Home,1200,,2025-04-23,card
ORD100535,Mary Clark,,64.0,Nigeria,Electronics,,5,2026-01-24,Card
ORD100536,William Reyes,knightjon@joseph.biz,47.0,nigeria,Home,1200,2,2024-09-17,Cash
ORD100537,Jesse Graves,olsonamy@hotmail.com,33.0,United States,electronics,1200,4,2026-01-04,Transfer
ORD100538,Robert West,linda17@gmail.com,47.0,Turkey,Home,500,1,2024-11-01,Card
ORD100539,Nicole Romero,austincruz@bradshaw-lopez.biz,26.0,USA,Home,1200,3,2024-05-27,Card
ORD100540,Brian Gates,louis21@hotmail.com,67.0,USA,Electronics,1200,2,2025-04-02,Transfer
ORD100541,David Mack,jsosa@hotmail.com,,United Kingdom,Electronics,499.99,4,2026-01-17,
ORD100542,Kyle Long,ambercastro@montgomery-lara.com,43.0,Turkey,Groceries,,1,2025-04-03,Cash
ORD100543,Alexis Gutierrez,,61.0,Ghana,Fashion,500,1,2025-12-06,Card
ORD100544,Maria Bradley DVM,cranemartin@yahoo.com,,Ghana,Home,,1,2025-12-27,Cash
ORD100545,Vanessa Mccoy,kelly65@yahoo.com,64.0,United States,Groceries,500,1,2024-09-30,Cash
ORD100546,Mike Stevens,martinezshawn@yahoo.com,67.0,Ghana,Electronics,"1,500",4,2025-02-14,Cash
ORD100547,Kevin Wallace,,26.0,United States,Groceries,"1,500",,2024-07-01,card
ORD100548,Travis Martin,richard30@eaton.net,45.0,United States,electronics,499.99,-1,2025-02-26,Cash
ORD100549,Anthony Gonzalez,,49.0,United States,Groceries,499.99,2,2024-04-30,card
ORD100550,Melissa Fleming,martincrystal@yahoo.com,51.0,United States,Electronics,2500,-1,2024-04-02,Cash
ORD100551,Timothy Hicks,michaelporter@hotmail.com,20.0,Nigeria,Fashion,1200,2,2025-01-15,
ORD100552,Jessica Thompson,zachary16@hoffman.com,48.0,Turkey,Fashion,500,2,2024-07-31,Cash
ORD100553,Amanda Martin,pking@gmail.com,56.0,Nigeria,Groceries,2500,1,2024-05-28,Cash
ORD100554,Carlos Salas,nataliegray@yahoo.com,41.0,Nigeria,electronics,"1,500",3,2025-10-02,Transfer
ORD100555,Brian Oneill,qrodriguez@bradford.com,32.0,Nigeria,electronics,1200,4,2025-02-19,card
ORD100556,Kenneth Wilkins,jamie07@olsen.com,26.0,United States,Electronics,500,2,2026-02-15,Transfer
ORD100557,Ashley Baker,jonathan45@gmail.com,,Nigeria,Home,499.99,1,2024-11-19,Transfer
ORD100558,Mallory Gaines,,62.0,United Kingdom,Fashion,500,1,2025-06-08,card
ORD100559,Shane Reed,,48.0,Ghana,Home,,,2025-03-31,Card
ORD100560,Justin Frank,nleonard@cooper.info,68.0,Ghana,Groceries,1200,2,2025-01-13,Card
ORD100561,Lindsay Carlson,michaelabbott@gmail.com,29.0,United Kingdom,Home,499.99,-1,2024-10-03,Cash
ORD100562,Amanda Robinson,andrea75@hotmail.com,56.0,Turkey,electronics,"1,500",2,2025-09-02,Card
ORD100563,Justin Douglas,dustin45@gmail.com,20.0,Nigeria,Fashion,"1,500",2,2024-04-30,card
ORD100564,Janice Hamilton,davidharris@hotmail.com,21.0,United Kingdom,Electronics,"1,500",-1,2024-11-25,card
ORD100565,Patricia James,dalejones@king.biz,21.0,Nigeria,Fashion,"1,500",1,2025-09-24,card
ORD100566,Carla Moore,daniel94@yahoo.com,49.0,USA,electronics,500,3,2025-12-23,Card
ORD100567,Kathryn Crosby,danielsangela@boyd.com,27.0,Nigeria,Home,"1,500",2,2024-08-01,card
ORD100568,Brian Stone,randall05@stevens.info,35.0,United States,Fashion,2500,,2024-10-31,Card
ORD100569,Christopher Ruiz,patelrick@hotmail.com,68.0,United States,Electronics,2500,3,2024-09-16,Cash
ORD100570,James Thomas,nmartin@watts.com,57.0,Ghana,Electronics,1200,4,2025-09-09,Card
ORD100571,Juan Hooper,uphillips@martinez-lee.net,30.0,nigeria,Fashion,500,1,,
ORD100572,Drew Jefferson,ojames@frederick-hunter.com,32.0,USA,Electronics,500,2,2025-12-12,Card
ORD100573,Felicia Gomez,qmckinney@yahoo.com,26.0,Nigeria,Groceries,499.99,2,2025-04-10,Cash
ORD100574,George Young,annanthony@luna.com,61.0,Nigeria,electronics,500,1,2025-10-07,card
ORD100575,Sean Rodriguez,caleb27@clarke.com,63.0,Nigeria,Fashion,499.99,5,2024-08-15,card
ORD100576,Chase Nielsen,ninahanson@williams-miller.com,67.0,Ghana,Groceries,500,,2024-06-24,Cash
ORD100577,Scott Carney,lhill@yahoo.com,65.0,Nigeria,Electronics,2500,5,2025-09-01,
ORD100578,Erika Turner,mclaughlintyrone@gmail.com,32.0,Ghana,Home,499.99,4,2026-02-11,card
ORD100579,Mrs. Kristi Woods,karen97@gmail.com,52.0,United States,Electronics,1200,2,2024-11-26,Cash
ORD100580,Daniel Tran,sarah51@hotmail.com,41.0,Nigeria,Electronics,"1,500",2,2024-10-12,card
ORD100581,Andrew Hernandez,adavidson@yahoo.com,65.0,Ghana,Fashion,,1,2026-01-19,card
ORD100582,Jerry Velasquez,qsmith@gmail.com,31.0,United States,Electronics,1200,1,2025-04-14,
ORD100583,Keith Walton,stevensrachel@gmail.com,30.0,United States,Electronics,500,1,2025-10-31,Transfer
ORD100584,Michael Smith,ibarker@yahoo.com,64.0,United States,electronics,500,3,2024-12-09,Cash
ORD100585,Joshua Martinez,pnelson@hughes.com,36.0,Nigeria,Fashion,500,2,2024-10-11,Cash
ORD100586,Katherine Moore,carrie99@allen-davis.com,24.0,United States,Electronics,1200,2,2025-01-13,Transfer
ORD100587,Michael Fischer,richardmitchell@hotmail.com,26.0,United Kingdom,Home,,1,2024-06-02,Card
ORD100588,Sharon Sandoval,riverabrian@hogan.com,53.0,USA,electronics,,5,,Card
ORD100589,Richard Garner,janetreed@gmail.com,51.0,United States,Electronics,1200,1,2024-04-03,Cash
ORD100590,Christopher Strong,thomas37@ross.com,26.0,USA,Fashion,499.99,4,2025-01-31,Transfer
ORD100591,Sabrina Graham,emily62@hotmail.com,43.0,United States,Groceries,499.99,1,2025-01-16,card
ORD100592,Nicholas Castro,campbelltiffany@hotmail.com,62.0,nigeria,Groceries,500,1,,Card
ORD100593,Michael Flynn,nguyentammy@franklin-peters.com,37.0,Turkey,Fashion,499.99,1,2024-08-03,Transfer
ORD100594,Cindy Ellison,traceyvazquez@gmail.com,32.0,Ghana,Fashion,2500,2,2024-09-22,Transfer
ORD100595,Traci Fernandez,wcowan@yahoo.com,30.0,Nigeria,Electronics,500,-1,2025-01-25,Card
ORD100596,Lauren Brown,xthomas@yahoo.com,53.0,Ghana,Groceries,500,4,2025-04-29,card
ORD100597,Monica Jordan,,65.0,Nigeria,Fashion,2500,2,2025-03-03,Card
ORD100598,Barry Landry,,44.0,Ghana,Home,,-1,2025-02-22,card
ORD100599,Michael Shaffer,anayoung@rodriguez.com,55.0,Turkey,Fashion,500,1,2024-06-28,Card
ORD100600,Jennifer Delgado,matthewgonzales@cook.biz,67.0,United States,Fashion,1200,2,2025-08-16,Transfer
ORD100601,Todd Cardenas,harperjacqueline@preston.net,29.0,United States,Fashion,500,2,2025-03-27,Card
ORD100602,Kyle Lowe,vchang@reynolds.com,54.0,Turkey,electronics,1200,1,2024-07-14,card
ORD100603,Dr. Connie Adkins,edwardjackson@hall.info,57.0,nigeria,Fashion,"1,500",1,2024-12-01,Card
ORD100604,Beth Willis,mbrown@ramirez.net,38.0,Turkey,Electronics,499.99,1,2025-08-24,Cash
ORD100605,Michelle Nguyen,darlenechambers@collier-mendoza.net,24.0,Turkey,Home,1200,5,2024-11-13,Cash
ORD100606,Dana Thomas,,18.0,Ghana,Groceries,500,1,2025-11-30,Cash
ORD100607,Mrs. Pamela Blanchard,ronald77@hotmail.com,42.0,Ghana,electronics,"1,500",,,Cash
ORD100608,Christopher Hill,edwardstevens@hotmail.com,46.0,United States,Electronics,,3,2024-07-12,Transfer
ORD100609,John Thomas,michaelho@brown-lane.info,23.0,Nigeria,Home,1200,2,2024-09-08,Transfer
ORD100610,Nicole Jensen,rstark@yahoo.com,52.0,Nigeria,Groceries,"1,500",1,2025-05-24,Card
ORD100611,Justin Carlson,griffincharles@murphy.com,19.0,Nigeria,electronics,499.99,,2025-04-01,card
ORD100612,Marcus Ritter,crystalkim@gmail.com,51.0,United Kingdom,Electronics,2500,5,2026-01-16,Cash
ORD100613,Carol Cross,kyle96@yahoo.com,53.0,USA,Home,2500,3,2024-10-25,
ORD100614,Kyle Lee,ashleybridges@rojas-riddle.com,39.0,United Kingdom,Groceries,500,,2025-08-26,Card
ORD100615,Melanie Ball,yburke@church.com,61.0,Turkey,Home,500,2,2024-11-14,card
ORD100616,Rebecca Smith,,27.0,Nigeria,Groceries,1200,2,2024-10-27,Cash
ORD100617,Alejandro Warren,michelleallen@price.com,29.0,Ghana,Groceries,1200,1,2024-10-20,Cash
ORD100618,Gina Montgomery,,22.0,United Kingdom,Fashion,1200,4,2024-06-05,Card
ORD100619,Patricia Hall,monicadavis@scott.info,31.0,United States,Fashion,500,1,2025-04-28,Card
ORD100620,Steven Mcclure,hodgematthew@porter-bell.com,64.0,Ghana,Electronics,2500,,2025-01-12,Card
ORD100621,Nicole Reed,carpenterapril@johnson.info,47.0,USA,Fashion,500,1,2024-03-17,Cash
ORD100622,Kelli Wise,laura41@page.com,46.0,Nigeria,Groceries,500,3,2024-03-06,
ORD100623,Andrew Cortez,,37.0,United Kingdom,Groceries,499.99,2,2025-01-12,Transfer
ORD100624,Shannon Wong,martinezjames@price-johnson.com,40.0,United States,Electronics,"1,500",4,2025-02-15,card
ORD100625,Donna Hernandez,sanchezjonathan@blevins.com,,USA,electronics,,1,2024-02-29,Card
ORD100626,Michael Lopez,hernandezsusan@robinson.net,,Nigeria,Home,1200,1,2024-05-12,Card
ORD100627,James Parks,,68.0,United Kingdom,Electronics,"1,500",1,2025-02-19,Cash
ORD100628,Rebecca Miller,riverajanet@miller.info,31.0,nigeria,electronics,500,2,2024-11-02,card
ORD100629,Charles Garza,jimmy90@gmail.com,54.0,Turkey,electronics,500,3,2025-02-01,Card
ORD100630,Elizabeth Cruz,nreese@hotmail.com,33.0,Nigeria,Fashion,1200,4,2026-02-10,Cash
ORD100631,Courtney Kent,dellison@wagner.org,54.0,Ghana,Groceries,500,4,2025-06-06,Cash
ORD100632,Lawrence Price,robersongregory@wallace-olson.net,21.0,United States,Home,500,4,2024-07-09,Card
ORD100633,Jimmy Lopez,christophershepard@newman-stevens.com,51.0,United States,Fashion,500,1,2025-05-25,card
ORD100634,Tanya Jimenez,alexis99@solis-cohen.info,21.0,Nigeria,Groceries,500,-1,2025-04-15,Transfer
ORD100635,Jeffrey Miller,rparks@hotmail.com,39.0,Nigeria,Electronics,499.99,2,2025-09-25,Transfer
ORD100636,Kaitlin Baldwin,watsonmichael@gmail.com,24.0,United Kingdom,Fashion,1200,3,2024-11-27,Cash
ORD100637,Kathryn Munoz,devon21@hotmail.com,26.0,USA,electronics,500,1,2024-11-14,card
ORD100638,Drew Willis,antonio58@bryant.com,56.0,United States,electronics,1200,3,2024-10-17,card
ORD100639,Nathan Sexton,,46.0,Ghana,Groceries,,1,2025-05-25,Card
ORD100640,Amy Walker,longeduardo@hotmail.com,38.0,Nigeria,Electronics,499.99,1,2025-09-10,Transfer
ORD100641,Daniel Cannon,,49.0,USA,electronics,2500,,2026-02-15,
ORD100642,Amy Howard,,41.0,nigeria,Fashion,"1,500",2,2024-04-10,card
ORD100643,Jennifer Kane,rlee@ruiz.com,55.0,Nigeria,Electronics,1200,5,2025-03-08,Card
ORD100644,Patrick Grant Jr.,sarah53@hotmail.com,43.0,nigeria,Groceries,1200,1,2024-03-25,
ORD100645,Matthew Conley DDS,alexiswu@brown-harvey.com,,Turkey,Home,1200,3,2025-07-28,Transfer
ORD100646,Miss Christina Pacheco,matthewcervantes@smith.com,41.0,Ghana,Electronics,"1,500",1,2025-02-11,card
ORD100647,Randy Koch,reynoldskimberly@yahoo.com,24.0,United States,Groceries,"1,500",1,2024-03-10,Card
ORD100648,Michael Gonzales,zrobbins@martin.com,24.0,Ghana,Electronics,,1,2024-03-07,Card
ORD100649,Jonathan Gutierrez,joseph86@delgado.biz,33.0,Ghana,electronics,499.99,5,2024-12-13,Card
ORD100650,Marcus Johnson,jack40@leon.com,22.0,United States,Electronics,2500,4,2025-08-28,Transfer
ORD100651,John Johnson,jamessullivan@lee.biz,63.0,nigeria,electronics,1200,1,2025-10-20,Transfer
ORD100652,Michael Griffin,,40.0,Ghana,Fashion,1200,-1,2025-05-06,Card
ORD100653,Matthew Cortez,adamsmegan@lewis-dunn.org,66.0,Nigeria,Groceries,1200,2,2026-01-01,card
ORD100654,Taylor Houston,lmaddox@hayes.com,46.0,nigeria,Groceries,500,2,2024-12-20,card
ORD100655,Kristy Cervantes,jasmine87@harrell.com,45.0,Ghana,Home,1200,1,2025-05-05,Transfer
ORD100656,Chad Hamilton,joy49@hale.com,18.0,Nigeria,Fashion,499.99,3,2025-06-05,Card
ORD100657,Nancy Hughes,,51.0,nigeria,Groceries,1200,1,2025-04-16,Cash
ORD100658,Susan Tucker,catherine65@hotmail.com,18.0,United States,Fashion,,,2025-10-07,card
ORD100659,Steven Dixon,adamblack@yahoo.com,37.0,nigeria,Fashion,2500,1,2024-04-11,
ORD100660,Joseph Nielsen,kimberlyfrench@hotmail.com,41.0,USA,Groceries,500,2,2024-05-10,
ORD100661,Sarah Leon,grahambrenda@wilson.biz,57.0,Nigeria,electronics,499.99,1,2024-08-23,Cash
ORD100662,Jeremy Gray,jennifer26@yahoo.com,32.0,Turkey,Home,2500,1,2025-11-10,Card
ORD100663,Jeremy Leonard,johnsonnicholas@harrison.com,41.0,Ghana,Groceries,"1,500",3,2024-12-09,Card
ORD100664,Taylor Hartman,kevin40@yahoo.com,34.0,Ghana,Fashion,500,3,2025-03-31,Cash
ORD100665,Christopher Alexander,,48.0,Ghana,Fashion,499.99,3,2024-09-20,Transfer
ORD100666,Elizabeth Morgan,marysmith@gmail.com,41.0,United States,Home,1200,2,2025-09-13,Cash
ORD100667,Jeremy Davis MD,davidhicks@hotmail.com,35.0,Turkey,Groceries,"1,500",1,2025-12-20,card
ORD100668,Emily Bell,denise48@mckenzie.com,69.0,Nigeria,Groceries,2500,4,2025-08-03,Card
ORD100669,Timothy Johnson,owarren@gmail.com,68.0,United States,Fashion,1200,3,2024-03-08,Transfer
ORD100670,Joshua Pearson,weberstephanie@crawford.com,31.0,Nigeria,Groceries,1200,3,2024-09-18,Card
ORD100671,Donna Zhang,thomas59@gmail.com,43.0,Nigeria,electronics,2500,1,2025-04-05,Cash
ORD100672,Monique Smith,charleshayes@hawkins-franklin.com,,Nigeria,Fashion,1200,1,2024-05-13,card
ORD100673,David Adams,fgraham@yahoo.com,57.0,USA,Groceries,1200,3,2024-10-06,Transfer
ORD100674,Ms. Sarah Jones,denisesantana@marquez-mcdonald.org,38.0,Ghana,electronics,1200,4,2025-09-19,card
ORD100675,Cindy Gay,mjensen@yahoo.com,42.0,United States,Fashion,"1,500",2,2025-03-15,Cash
ORD100676,Larry Baker,colleenjacobs@hotmail.com,69.0,Nigeria,electronics,500,2,2026-01-02,Transfer
ORD100677,Louis Little,tina85@mendez.biz,41.0,United States,Electronics,"1,500",-1,2025-05-06,Card
ORD100678,Melissa White,wmiller@wagner-mitchell.com,35.0,Nigeria,Groceries,500,,2024-11-10,Cash
ORD100679,Elizabeth Maldonado,mhernandez@clark.com,44.0,United States,Fashion,499.99,2,2026-01-05,
ORD100680,Haley Burns,annette88@hotmail.com,63.0,Ghana,Electronics,"1,500",1,2026-01-23,Cash
ORD100681,Kevin Frost,kevin94@yahoo.com,56.0,United States,electronics,2500,,2025-09-18,Transfer
ORD100682,Justin Lee MD,nritter@gmail.com,58.0,Nigeria,Groceries,500,1,2025-04-16,Cash
ORD100683,Shelby Jackson,qturner@thomas.com,64.0,Turkey,electronics,1200,1,2024-08-24,Transfer
ORD100684,Leah Arellano MD,brianna07@gmail.com,31.0,Nigeria,Fashion,1200,3,2025-08-26,Card
ORD100685,Matthew Gordon,harold00@hotmail.com,35.0,Nigeria,Electronics,"1,500",4,2024-10-01,Card
ORD100686,Jordan Harper,garrett21@gmail.com,19.0,nigeria,Groceries,499.99,2,2026-01-24,Card
ORD100687,Joseph Reed,markhill@yahoo.com,20.0,United Kingdom,Fashion,1200,3,2024-08-25,Cash
ORD100688,Chase Bryant,kimberlyhumphrey@nunez.com,,United States,Groceries,2500,1,2025-07-04,card
ORD100689,Mariah Myers,kimberlyfarrell@yahoo.com,19.0,United Kingdom,Electronics,1200,1,2024-09-29,Card
ORD100690,Anthony Swanson,,34.0,United States,electronics,500,3,2025-01-28,
ORD100691,Derrick Anderson,michael29@gmail.com,36.0,Ghana,Groceries,1200,-1,2024-03-27,Card
ORD100692,Crystal Weeks,adam96@ramirez.com,27.0,Nigeria,Fashion,499.99,1,2025-07-28,card
ORD100693,Joseph Pratt IV,nunezrichard@gmail.com,54.0,United States,Fashion,1200,2,2025-02-03,Card
ORD100694,David Elliott,christina65@daniels.org,53.0,Turkey,Groceries,1200,2,,card
ORD100695,Ms. Lori Wilson,andrew07@yahoo.com,24.0,Nigeria,Home,"1,500",1,2024-05-07,card
ORD100696,Ronald Rodriguez,mjackson@gmail.com,28.0,Nigeria,Electronics,500,4,2025-08-31,Card
ORD100697,Maria Smith,sallymartin@gmail.com,20.0,nigeria,electronics,1200,1,2024-05-05,Cash
ORD100698,Dr. Sara Hampton,deanestes@gmail.com,42.0,United Kingdom,Fashion,500,3,2024-10-21,Cash
ORD100699,Jackie Chase,jeffrey03@gmail.com,,Nigeria,Electronics,499.99,3,2025-12-31,
ORD100700,Julia Gardner,,46.0,Ghana,Home,2500,1,2024-11-02,Cash
ORD100701,Eric Oconnor,cbarr@cabrera-hall.com,38.0,nigeria,Groceries,1200,2,2025-08-26,Card
ORD100702,Christopher Mitchell,nathanwest@gmail.com,38.0,Ghana,electronics,2500,3,2024-03-11,Cash
ORD100703,Stephanie Meza,damoncox@barajas.com,54.0,nigeria,Groceries,1200,3,2025-03-21,Transfer
ORD100704,Toni Robinson,gregoryhall@hotmail.com,31.0,United Kingdom,Home,"1,500",1,2025-09-21,Transfer
ORD100705,Cynthia Le,hannahhart@yahoo.com,38.0,Nigeria,Electronics,,2,2024-12-13,Transfer
ORD100706,Tammy Edwards,evansmichael@miller.com,,Ghana,Fashion,499.99,2,2026-01-11,
ORD100707,Veronica Case,ritadelgado@gmail.com,36.0,Ghana,Electronics,1200,3,2025-01-25,Transfer
ORD100708,Nathan Williams,annehunter@yahoo.com,27.0,Nigeria,electronics,500,1,2026-01-23,card
ORD100709,Sarah White,,62.0,USA,Groceries,499.99,3,2025-09-14,Cash
ORD100710,Sydney Peters,ejones@matthews.com,39.0,nigeria,Home,,2,2025-03-14,Card
ORD100711,Richard Pacheco,angelajones@hotmail.com,36.0,Turkey,Home,500,5,2025-01-30,Cash
ORD100712,Andrea Pena,,56.0,USA,Groceries,"1,500",,2024-05-16,Transfer
ORD100713,Ann Stephens,cynthiasingh@smith-friedman.net,31.0,Ghana,Groceries,500,3,2025-12-18,Transfer
ORD100714,Heather Trujillo,jennifersingleton@hotmail.com,64.0,Nigeria,electronics,2500,4,2025-07-18,Card
ORD100715,Desiree Johnson,sawyerlindsay@hall-hernandez.com,33.0,nigeria,Groceries,1200,1,2024-03-25,Card
ORD100716,James Jones,valerie72@white.net,25.0,nigeria,Electronics,500,2,2024-11-08,Cash
ORD100717,Meghan Garcia,gdavila@smith.org,48.0,Ghana,electronics,1200,1,2025-04-08,
ORD100718,Jesus Hodges,vdixon@miller-flores.com,59.0,Nigeria,Home,1200,1,2024-10-28,Transfer
ORD100719,Amy Ayala,dennis72@smith-thompson.com,21.0,nigeria,Home,499.99,1,2025-03-15,Cash
ORD100720,Morgan Kirby DVM,matthew06@clayton-contreras.net,30.0,Ghana,Electronics,1200,3,,Transfer
ORD100721,Mrs. Chelsea Silva DVM,traceypittman@perez.com,65.0,Nigeria,Fashion,499.99,,2025-03-31,Card
ORD100722,Debbie Bailey,zlee@yahoo.com,30.0,Ghana,Groceries,499.99,,2025-06-20,Cash
ORD100723,James Perez,matthewrichardson@gmail.com,54.0,Turkey,Home,499.99,2,2025-04-27,Transfer
ORD100724,Joseph Reynolds,mark11@yahoo.com,44.0,United Kingdom,Electronics,499.99,3,2025-04-13,card
ORD100725,Heidi Walker,mcneiljacob@hotmail.com,56.0,Nigeria,electronics,2500,4,2024-08-09,card
ORD100726,Grace Jensen,pflores@stewart.biz,38.0,Nigeria,Electronics,499.99,5,2025-09-19,card
ORD100727,Jonathan Krause,timothy18@gmail.com,37.0,United States,Fashion,500,2,2024-04-23,Cash
ORD100728,Thomas Jackson,robin21@gmail.com,36.0,United States,Groceries,500,1,2024-10-30,Transfer
ORD100729,Ian Campos,schwartzkathryn@gilmore.com,49.0,Nigeria,electronics,"1,500",3,2025-06-18,card
ORD100730,David Davis,amybrown@sullivan-buckley.com,30.0,Nigeria,Home,"1,500",1,2025-02-17,Transfer
ORD100731,Brian Jackson,lindseygoodwin@rogers.com,40.0,nigeria,Groceries,500,,2024-11-18,Cash
ORD100732,Scott Barr,paulking@hotmail.com,55.0,United States,Groceries,1200,1,2025-04-03,Cash
ORD100733,Meghan Adams,upatel@mcconnell.org,58.0,Nigeria,Groceries,500,2,2024-05-16,Transfer
ORD100734,Joanna Ayala,bthompson@gmail.com,30.0,Turkey,Home,2500,,2025-05-06,
ORD100735,Clarence Osborn,barbarawagner@hotmail.com,18.0,United States,Groceries,2500,2,,Cash
ORD100736,Nancy Andrews,denise65@gmail.com,48.0,United Kingdom,Home,499.99,1,2024-04-16,
ORD100737,Steven Kidd,jeanette64@hotmail.com,24.0,Turkey,Electronics,2500,4,,Card
ORD100738,Caitlyn Taylor,merrittcandace@yahoo.com,,Nigeria,Home,1200,4,2024-07-04,Card
ORD100739,Anna Hill,qnewman@gmail.com,21.0,United States,electronics,1200,1,,Card
ORD100740,Donald Lopez,joe71@newman-garcia.com,43.0,Nigeria,Home,500,4,2024-08-13,card
ORD100741,Jason Walters,millermichael@gmail.com,43.0,United States,Groceries,500,5,2025-01-28,card
ORD100742,Amanda Solis,stephensoncarla@hotmail.com,39.0,Nigeria,Home,"1,500",1,2024-03-01,Cash
ORD100743,Sonya Moreno,andrew69@schneider.com,41.0,nigeria,Fashion,500,1,2024-06-07,Cash
ORD100744,Todd Jones,ramosashley@yahoo.com,,nigeria,Electronics,500,2,2026-02-01,card
ORD100745,Kelly Rivera,tbray@campbell-smith.com,55.0,United Kingdom,electronics,,3,2025-10-23,Card
ORD100746,William Daniel,adavis@weaver.com,40.0,United States,Fashion,2500,5,2025-11-09,Card
ORD100747,Timothy Curtis,opeterson@hotmail.com,51.0,USA,Fashion,,1,2025-10-29,Cash
ORD100748,Michael Maxwell,wanda83@gmail.com,24.0,United Kingdom,Electronics,1200,3,2024-07-05,Transfer
ORD100749,Sherry Ross,amandahuang@hotmail.com,39.0,United States,Electronics,499.99,1,2025-06-11,Transfer
ORD100750,Shannon Smith,,41.0,Ghana,Groceries,2500,3,2024-10-26,Transfer
ORD100751,Jenny Griffin,douglascatherine@gmail.com,38.0,United Kingdom,Home,500,,2025-12-22,Transfer
ORD100752,Johnathan Miller,,50.0,United Kingdom,Groceries,2500,1,2025-10-02,Cash
ORD100753,Matthew Sandoval,brendajordan@gmail.com,53.0,nigeria,Home,2500,,2025-10-06,Cash
ORD100754,James Green,mullinsrobert@gmail.com,35.0,USA,Electronics,500,3,2025-09-10,Card
ORD100755,Jessica Aguilar,ywright@yahoo.com,44.0,United Kingdom,Home,499.99,1,2024-12-09,card
ORD100756,Brian Strong,nathaniel23@yahoo.com,46.0,nigeria,electronics,500,3,2025-03-09,Cash
ORD100757,Candace Mckay,,30.0,United States,Electronics,500,5,2025-10-05,Card
ORD100758,Susan Baldwin,sjones@zamora-fields.com,63.0,Turkey,Fashion,499.99,1,2024-07-20,Transfer
ORD100759,Sarah Carey,vharris@smith.biz,59.0,Nigeria,Fashion,500,-1,2025-04-16,Card
ORD100760,Elizabeth Aguilar,samantha56@gonzalez.com,35.0,nigeria,electronics,500,3,2025-10-07,Cash
ORD100761,Kayla Saunders,hilltonya@hotmail.com,40.0,Nigeria,Groceries,500,2,2024-05-17,Cash
ORD100762,Richard Sanchez,nicole47@yahoo.com,20.0,Nigeria,Groceries,2500,1,2025-01-08,card
ORD100763,Gregory Adams,tyler20@gmail.com,25.0,United States,Electronics,500,1,2026-02-03,Card
ORD100764,Jason Gordon,bruce57@yahoo.com,24.0,United States,Electronics,1200,1,2025-02-15,card
ORD100765,Karen Cox,denise72@miller.com,52.0,United Kingdom,Groceries,500,2,2024-08-13,Transfer
ORD100766,Matthew Santana,georgederrick@gmail.com,40.0,Nigeria,Fashion,1200,,2025-10-22,Card
ORD100767,William Cline,kevinbyrd@guzman.com,52.0,Turkey,Home,1200,2,2024-07-10,card
ORD100768,Mark Moore,erin52@gmail.com,21.0,United States,Fashion,500,3,2025-06-04,Card
ORD100769,Kevin Sharp,wsanders@hotmail.com,55.0,Turkey,Home,499.99,4,2024-06-15,Card
ORD100770,Theresa Frost,halestephen@yahoo.com,20.0,USA,Groceries,1200,1,2025-11-25,Transfer
ORD100771,Heather Moore,toddfields@yahoo.com,48.0,Nigeria,Home,1200,5,2025-11-25,Cash
